"FK","KD_JENIS_TRANSAKSI","FG_PENGGANTI","NOMOR_FAKTUR","MASA_PAJAK","TAHUN_PAJAK","TANGGAL_FAKTUR","NPWP","NAMA","ALAMAT_LENGKAP","JUMLAH_DPP","JUMLAH_PPN","JUMLAH_PPNBM","ID_KETERANGAN_TAMBAHAN","FG_UANG_MUKA","UANG_MUKA_DPP","UANG_MUKA_PPN","UANG_MUKA_PPNBM","REFERENSI"
"OF","03078","Eyelash Lulu ","31818.0","6","190908.0","38181.6","152726.4","15272.6","0","0","","","","","","","",""
"OF","03079","Eyelash Audrey ","31818.0","6","190908.0","38181.6","152726.4","15272.6","0","0","","","","","","","",""
"OF","03080","Eyelash Brigitte ","31818.0","6","190908.0","38181.6","152726.4","15272.6","0","0","","","","","","","",""
"OF","03082","Eyelash Ursula ","31818.0","6","190908.0","38181.6","152726.4","15272.6","0","0","","","","","","","",""
"OF","03085","Eyelash Liz ","31818.0","3","95454.0","19090.8","76363.2","7636.3","0","0","","","","","","","",""
"OF","03090","Eye shadow Chocoberry 07 ","40909.0","8","327272.0","65454.4","261817.6","26181.8","0","0","","","","","","","",""
"OF","03106","Eye Base Essentials","54545.0","6","327270.0","65454.0","261816.0","26181.6","0","0","","","","","","","",""
"OF","03109","Eyelash Fix","40909.0","6","245454.0","49090.8","196363.2","19636.3","0","0","","","","","","","",""
"OF","03112","Eye Shadow Coral Sand 08","40909.0","6","245454.0","49090.8","196363.2","19636.3","0","0","","","","","","","",""
"FK","2","0","0000000000119","7","2019","2019-01-02","NIK 1371044512730003","MINI KOSMETIK SPR (DELFI MARIZA)","Komp. SPR Lantai Dasar Pasar Raya Padang","6900666.399999999","690066.5999999997","0","","0","0","0","0","19.000020"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","03025","Eyeliner Gel Gold ","50000.0","12","600000.0","108000.0","492000.0","49200.0","0","0","","","","","","","",""
"OF","03026","Eyeliner Gel Pink ","50000.0","6","300000.0","54000.0","246000.0","24600.0","0","0","","","","","","","",""
"OF","03028","Smart Liner  ","68182.0","6","409092.0","73636.6","335455.4","33545.5","0","0","","","","","","","",""
"OF","03029","Countore Rose Pallete ","100000.0","3","300000.0","54000.0","246000.0","24600.0","0","0","","","","","","","",""
"OF","03029","Countore Rose Pallete ","100000.0","3","300000.0","54000.0","246000.0","24600.0","0","0","","","","","","","",""
"OF","03030","Brow Wow Dark Shade 01 ","59091.0","3","177273.0","31909.1","145363.9","14536.4","0","0","","","","","","","",""
"OF","03031","Brow Wow Mid Shade 02 ","59091.0","3","177273.0","31909.1","145363.9","14536.4","0","0","","","","","","","",""
"OF","03032","Brow Wow Light Shade 03 ","59091.0","3","177273.0","31909.1","145363.9","14536.4","0","0","","","","","","","",""
"OF","03034","Blush Me Up C.Flush 801 ","59091.0","1","59091.0","10636.4","48454.6","4845.5","0","0","","","","","","","",""
"OF","03037","Blush Me Up Pink .Lusture 804 ","59091.0","6","354546.0","63818.3","290727.7","29072.8","0","0","","","","","","","",""
"OF","03038","Blush Me Up Luminious Glow  805 ","59091.0","6","354546.0","63818.3","290727.7","29072.8","0","0","","","","","","","",""
"OF","03052","Lip Matte Bliss 711 ","71818.0","3","215454.0","38781.7","176672.3","17667.2","0","0","","","","","","","",""
"OF","03059","Lip Metallic Gemstone 01 ","71818.0","3","215454.0","38781.7","176672.3","17667.2","0","0","","","","","","","",""
"OF","03063","Lip Matte Midnight Rush 705","71818.0","3","215454.0","38781.7","176672.3","17667.2","0","0","","","","","","","",""
"OF","03070","Powder Foundation 20 Watt ( TWC)","54545.0","1","54545.0","9818.1","44726.9","4472.7","0","0","","","","","","","",""
"OF","03070","Powder Foundation 20 Watt ( TWC)","54545.0","2","109090.0","19636.2","89453.8","8945.4","0","0","","","","","","","",""
"OF","03086","Eye shadow S.Latte 02 ","40909.0","6","245454.0","44181.7","201272.3","20127.2","0","0","","","","","","","",""
"OF","03087","Eye shadow N.Mocha 03 ","40909.0","6","245454.0","44181.7","201272.3","20127.2","0","0","","","","","","","",""
"OF","03090","Eye shadow Chocoberry 07 ","40909.0","6","245454.0","44181.7","201272.3","20127.2","0","0","","","","","","","",""
"OF","03092","Inspired Wanderlust i3 ","53636.0","6","321816.0","57926.9","263889.1","26388.9","0","0","","","","","","","",""
"OF","03094","Inspired Obsession i10 ","53636.0","6","321816.0","57926.9","263889.1","26388.9","0","0","","","","","","","",""
"OF","03095","Inspired Braveheart i11 ","53636.0","3","160908.0","28963.4","131944.6","13194.5","0","0","","","","","","","",""
"OF","03105","Maskara True Dimensional Lash","54545.0","6","327270.0","58908.6","268361.4","26836.1","0","0","","","","","","","",""
"OF","03106","Eye Base Essentials","54545.0","3","163635.0","29454.3","134180.7","13418.1","0","0","","","","","","","",""
"OF","03107","Countore Banana Pallete","100000.0","6","600000.0","108000.0","492000.0","49200.0","0","0","","","","","","","",""
"OF","03109","Eyelash Fix","40909.0","3","122727.0","22090.9","100636.1","10063.6","0","0","","","","","","","",""
"OF","03112","Eye Shadow Coral Sand 08","40909.0","6","245454.0","44181.7","201272.3","20127.2","0","0","","","","","","","",""
"OF","03113","Inspired Believer i2","53636.0","3","160908.0","28963.4","131944.6","13194.5","0","0","","","","","","","",""
"OF","03149","Lip Liner Nude Blush","50000.0","3","150000.0","27000.0","123000.0","12300.0","0","0","","","","","","","",""
"OF","03208","EyeshadowThe Addiction Palette","180910.0","6","1085460.0","195382.8","890077.2","89007.7","0","0","","","","","","","",""
"FK","2","0","0000000000120","7","2019","2019-01-02","NIK : 1371025412920005","DEBELLEZA COSMETIK ( WEMPI MUTAQIN )","Jln. Joni Anwar No.13 Ulak Karang, Padang","3570720.3999999994","357071.8000000001","0","","0","0","0","0","19.000021"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","03019","Eyeliner Pen Black","41818.0","3","125454.0","22581.7","102872.3","10287.2","0","0","","","","","","","",""
"OF","03020","Eyeliner Gel Black","50000.0","3","150000.0","27000.0","123000.0","12300.0","0","0","","","","","","","",""
"OF","03021","Eyeliner Gel Brown ","50000.0","3","150000.0","27000.0","123000.0","12300.0","0","0","","","","","","","",""
"OF","03022","Eyeliner Gel Green ","50000.0","3","150000.0","27000.0","123000.0","12300.0","0","0","","","","","","","",""
"OF","03025","Eyeliner Gel Gold ","50000.0","3","150000.0","27000.0","123000.0","12300.0","0","0","","","","","","","",""
"OF","03038","Blush Me Up Luminious Glow  805 ","59091.0","2","118182.0","21272.8","96909.2","9690.9","0","0","","","","","","","",""
"OF","03048","Lip Matte Flaming Hot 707 ","71818.0","3","215454.0","38781.7","176672.3","17667.2","0","0","","","","","","","",""
"OF","03051","Lip Matte Full Bloom 710 ","71818.0","3","215454.0","38781.7","176672.3","17667.2","0","0","","","","","","","",""
"OF","03052","Lip Matte Bliss 711 ","71818.0","6","430908.0","77563.4","353344.6","35334.5","0","0","","","","","","","",""
"OF","03053","Lip Matte Glee 712 ","71818.0","3","215454.0","38781.7","176672.3","17667.2","0","0","","","","","","","",""
"OF","03055","Lip Matte Empower 714 ","71818.0","3","215454.0","38781.7","176672.3","17667.2","0","0","","","","","","","",""
"OF","03058","Lip Matte On Fire 718 ","71818.0","3","215454.0","38781.7","176672.3","17667.2","0","0","","","","","","","",""
"OF","03059","Lip Metallic Gemstone 01 ","71818.0","3","215454.0","38781.7","176672.3","17667.2","0","0","","","","","","","",""
"OF","03060","Lip Metallic Granatum 02 ","71818.0","3","215454.0","38781.7","176672.3","17667.2","0","0","","","","","","","",""
"OF","03062","Lip Metallic Copper Gold 04 ","71818.0","3","215454.0","38781.7","176672.3","17667.2","0","0","","","","","","","",""
"OF","03065","Divine Gloss Authentic 02 ","71818.0","3","215454.0","38781.7","176672.3","17667.2","0","0","","","","","","","",""
"OF","03066","Divine Gloss Delight 03 ","71818.0","3","215454.0","38781.7","176672.3","17667.2","0","0","","","","","","","",""
"OF","03067","Divine Gloss Gratitude 04 ","71818.0","3","215454.0","38781.7","176672.3","17667.2","0","0","","","","","","","",""
"OF","03076","Remove it ","45455.0","2","90910.0","16363.8","74546.2","7454.6","0","0","","","","","","","",""
"OF","03091","Inspired Bare i1 ","53636.0","3","160908.0","28963.4","131944.6","13194.5","0","0","","","","","","","",""
"OF","03094","Inspired Obsession i10 ","53636.0","3","160908.0","28963.4","131944.6","13194.5","0","0","","","","","","","",""
"OF","03115","Inspired I Heart i8","53636.0","3","160908.0","28963.4","131944.6","13194.5","0","0","","","","","","","",""
"OF","03129","Mascara Power Volume","45455.0","3","136365.0","24545.7","111819.3","11181.9","0","0","","","","","","","",""
"FK","2","0","0000000000121","7","2019","2019-01-02","NIK 1371026810720008","DUKAN COSMETIC ( Misriani )","Parak Pisang No.18 RT.001 RW.002 Ganting Parak Gadang, Padang Timur Kota padang","872079.7000000001","87208.20000000001","0","","0","0","0","0","19.000022"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","02149","BDL Papaya Soap With Vit ACE 128 gr","8509.0","3","25527.0","0.0","25527.0","2552.7","0","0","","","","","","","",""
"OF","02149","BDL Papaya Soap With Vit ACE 128 gr","8509.0","9","76581.0","0.0","76581.0","7658.1","0","0","","","","","","","",""
"OF","02890","Blush On 01 (RMH 532)","44091.0","1","44091.0","8818.2","35272.8","3527.3","0","0","","","","","","","",""
"OF","02891","Blush On 02 (RMH 533)","44091.0","1","44091.0","8818.2","35272.8","3527.3","0","0","","","","","","","",""
"OF","02903","Eye Shadow Compact 03 (RMH 608)","54091.0","1","54091.0","10818.2","43272.8","4327.3","0","0","","","","","","","",""
"OF","03019","Eyeliner Pen Black","41818.0","2","83636.0","15054.5","68581.5","6858.2","0","0","","","","","","","",""
"OF","03029","Countore Rose Pallete ","100000.0","1","100000.0","18000.0","82000.0","8200.0","0","0","","","","","","","",""
"OF","03035","Blush Me Up Rossy Tint 802 ","59091.0","1","59091.0","10636.4","48454.6","4845.5","0","0","","","","","","","",""
"OF","03036","Blush Me Up S.Bloom 803 ","59091.0","1","59091.0","10636.4","48454.6","4845.5","0","0","","","","","","","",""
"OF","03037","Blush Me Up Pink .Lusture 804 ","59091.0","1","59091.0","10636.4","48454.6","4845.5","0","0","","","","","","","",""
"OF","03107","Countore Banana Pallete","100000.0","1","100000.0","18000.0","82000.0","8200.0","0","0","","","","","","","",""
"OF","03182","IMP Eye Liner","12880.0","24","309120.0","30912.0","278208.0","27820.8","0","0","","","","","","","",""
"FK","2","0","0000000000122","7","2019","2019-01-03","-","RSUD KOTA PARIAMAN","Jln. Prof. Yamin SH No. 5","1.24684E7","1246840.0","0","","0","0","0","0","19.000023"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","00028","Appron Plastik Jantra","3732.0","1000","3732000.0","373200.0","3358800.0","335880.0","0","0","","","","","","","",""
"OF","01845","FILM DI-HT 35X43","4554800.0","2","9109600.0","0.0","9109600.0","910960.0","0","0","","","","","","","",""
"FK","2","0","0000000000123","7","2019","2019-01-03","-","RSUD SEI DAREH","Jalan Lintas Sumatera Km 2 Kec.Pulau Punjung Kab.Dharmasraya","4.30848E7","4308480.0","0","","0","0","0","0","19.000024"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","00250","BioRad ID-Diluent 2","3326400.0","1","3326400.0","0.0","3326400.0","332640.0","0","0","","","","","","","",""
"OF","00250","BioRad ID-Diluent 2","3326400.0","1","3326400.0","0.0","3326400.0","332640.0","0","0","","","","","","","",""
"OF","00252","BioRad ID-Liss Coombs Card 24X12","3.6432E7","1","3.6432E7","0.0","3.6432E7","3643200.0","0","0","","","","","","","",""
"FK","2","0","0000000000124","7","2019","2019-01-03","06.979.103.6-201.000","CITRA SWALAYAN KALUMBUK","Jl.kalumbuk Padang","432432.0","43243.2","0","","0","0","0","0","19.000025"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","02149","BDL Papaya Soap With Vit ACE 128 gr","8509.0","24","204216.0","0.0","204216.0","20421.6","0","0","","","","","","","",""
"OF","02177","BDL Papaya Soap With Vit ACE 90gr","4964.0","24","119136.0","0.0","119136.0","11913.6","0","0","","","","","","","",""
"OF","02179","BDL Papaya Soap With Vit ACE 60 gr","4545.0","24","109080.0","0.0","109080.0","10908.0","0","0","","","","","","","",""
"FK","2","0","0000000000125","7","2019","2019-01-03","07.143.526.7-202.000","TOKO KUE BUDIMAN ( YASMAR )","Jl. Pondok No. 105-107 Padang","536943.0","53694.3","0","","0","0","0","0","19.000026"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","02149","BDL Papaya Soap With Vit ACE 128 gr","8509.0","12","102108.0","0.0","102108.0","10210.8","0","0","","","","","","","",""
"OF","02177","BDL Papaya Soap With Vit ACE 90gr","4964.0","12","59568.0","0.0","59568.0","5956.8","0","0","","","","","","","",""
"OF","02178","BDL Bengkoang Soap With Vit ACE 128 gr","8509.0","12","102108.0","0.0","102108.0","10210.8","0","0","","","","","","","",""
"OF","02179","BDL Papaya Soap With Vit ACE 60 gr","4545.0","12","54540.0","0.0","54540.0","5454.0","0","0","","","","","","","",""
"OF","02194","Nosy HS Btl Antibacterial 420ml Strawberry","17345.0","3","52035.0","0.0","52035.0","5203.5","0","0","","","","","","","",""
"OF","02217","Nosy HS  Pouch 420ml Strawberry","13882.0","12","166584.0","0.0","166584.0","16658.4","0","0","","","","","","","",""
"FK","2","0","0000000000126","7","2019","2019-01-03","07.497.792.7-201.000","CITRA SWALAYAN THAMRIN","Jl. Thamrin Padang","582252.0","58225.2","0","","0","0","0","0","19.000027"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","02149","BDL Papaya Soap With Vit ACE 128 gr","8509.0","24","204216.0","0.0","204216.0","20421.6","0","0","","","","","","","",""
"OF","02177","BDL Papaya Soap With Vit ACE 90gr","4964.0","24","119136.0","0.0","119136.0","11913.6","0","0","","","","","","","",""
"OF","02179","BDL Papaya Soap With Vit ACE 60 gr","4545.0","24","109080.0","0.0","109080.0","10908.0","0","0","","","","","","","",""
"OF","02183","Bio Placenta Body  Lotion Orange 200ml","6730.0","3","20190.0","0.0","20190.0","2019.0","0","0","","","","","","","",""
"OF","02192","Bio Placenta Body  Lotion Putih 200ml","6730.0","3","20190.0","0.0","20190.0","2019.0","0","0","","","","","","","",""
"OF","02439","BDL Bengkoang Body Lotion 600ml","18300.0","3","54900.0","0.0","54900.0","5490.0","0","0","","","","","","","",""
"OF","02741","BDL Sulfur Soap 60gr","4545.0","12","54540.0","0.0","54540.0","5454.0","0","0","","","","","","","",""
"FK","2","0","0000000000127","7","2019","2019-01-03","07.143.526.7-202.000","TOKO KUE BUDIMAN ( YASMAR )","Jl. Sawahan No. 30 Padang","837858.0","83785.79999999999","0","","0","0","0","0","19.000028"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","02149","BDL Papaya Soap With Vit ACE 128 gr","8509.0","24","204216.0","0.0","204216.0","20421.6","0","0","","","","","","","",""
"OF","02168","Bio Placenta HBL With Goats Milk 500ml","15910.0","3","47730.0","0.0","47730.0","4773.0","0","0","","","","","","","",""
"OF","02174","Nosy HS Btl Antibacterial 420ml Apple","17345.0","6","104070.0","0.0","104070.0","10407.0","0","0","","","","","","","",""
"OF","02175","Nosy HS Btl Antibacterial 420ml Lemon","17345.0","6","104070.0","0.0","104070.0","10407.0","0","0","","","","","","","",""
"OF","02179","BDL Papaya Soap With Vit ACE 60 gr","4545.0","24","109080.0","0.0","109080.0","10908.0","0","0","","","","","","","",""
"OF","02217","Nosy HS  Pouch 420ml Strawberry","13882.0","6","83292.0","0.0","83292.0","8329.2","0","0","","","","","","","",""
"OF","02218","Nosy HS  Pouch 420ml Apple","13882.0","6","83292.0","0.0","83292.0","8329.2","0","0","","","","","","","",""
"OF","02704","BDL Temulawak Soap With Vit C 128 gr","8509.0","12","102108.0","0.0","102108.0","10210.8","0","0","","","","","","","",""
"FK","2","0","0000000000128","7","2019","2019-01-03","1371095807700003","HNH MART ANDURING (Yuli Kurniati)","Anduring Padang","216216.0","21621.6","0","","0","0","0","0","19.000029"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","02149","BDL Papaya Soap With Vit ACE 128 gr","8509.0","12","102108.0","0.0","102108.0","10210.8","0","0","","","","","","","",""
"OF","02177","BDL Papaya Soap With Vit ACE 90gr","4964.0","12","59568.0","0.0","59568.0","5956.8","0","0","","","","","","","",""
"OF","02179","BDL Papaya Soap With Vit ACE 60 gr","4545.0","12","54540.0","0.0","54540.0","5454.0","0","0","","","","","","","",""
"FK","2","0","0000000000129","7","2019","2019-01-04","01.800.685.8-201.000","PT. MEDISIA SAINSINDO","Jln. S. Parman No. 206 Padang ","2376000.0","237600.0","0","","0","0","0","0","19.000030"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","00069","HOSPILAB BOUFANT NURSE CAP GREEN (H-231)","99000.0","30","2970000.0","594000.0","2376000.0","237600.0","0","0","","","","","","","",""
"FK","2","0","0000000000130","7","2019","2019-01-04","15.101.940.3-201000","RAZIQ MART ( Yennimar )","Jln. M Hatta Pasar Ambacang Padang","318324.0","31832.399999999998","0","","0","0","0","0","19.000031"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","02149","BDL Papaya Soap With Vit ACE 128 gr","8509.0","12","102108.0","0.0","102108.0","10210.8","0","0","","","","","","","",""
"OF","02177","BDL Papaya Soap With Vit ACE 90gr","4964.0","12","59568.0","0.0","59568.0","5956.8","0","0","","","","","","","",""
"OF","02179","BDL Papaya Soap With Vit ACE 60 gr","4545.0","12","54540.0","0.0","54540.0","5454.0","0","0","","","","","","","",""
"OF","02704","BDL Temulawak Soap With Vit C 128 gr","8509.0","12","102108.0","0.0","102108.0","10210.8","0","0","","","","","","","",""
"FK","2","0","0000000000131","7","2019","2019-01-04","1371095807700003","HNH MART PASAR BARU (Yuli Kurniati)","Jl. Simpang Tigo Pasar Baru Padang","267270.0","26727.0","0","","0","0","0","0","19.000032"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
